						
						
						
WinLoc	SILID	Nominal Unicode Mapping	Other possible CP1252 locations	Mapping Comments	Nominal Non-spacing Mappings	Non-spacing Mapping Comments
TL052	0659	A712 + A713 				
TL122	0711	A716 + A716 + A712 				
TR119	0712	02E9 + 02E9 + 02E8 				
TR120	0713	02E9 + 02E9 + 02E7 				
TR121	0714	02E9 + 02E9 + 02E6 				
TR122	0715	02E9 + 02E9 + 02E5 				
TL119	0717	A716 + A716 + A715 				
TL120	0718	A716 + A716 + A714 				
TL121	0719	A716 + A716 + A713 				
TL126	0720	A716 + A715 + A712 				
TR123	0721	02E9 + 02E8 + 02E9 				
TR124	0722	02E9 + 02E8 + 02E8 				
TR125	0724	02E9 + 02E8 + 02E6 				
TR126	0725	02E9 + 02E8 + 02E5 				
TL123	0726	A716 + A715 + A716 				
TL124	0727	A716 + A715 + A715 				
TL125	0729	A716 + A715 + A713 				
TR224	0731	02E9 + 02E7 + 02E9 				
TR225	0732	02E9 + 02E7 + 02E8 				
TR226	0733	02E9 + 02E7 + 02E7 				
TR227	0734	02E9 + 02E7 + 02E6 				
TL224	0736	A716 + A714 + A716 				
TL225	0737	A716 + A714 + A715 				
TL226	0738	A716 + A714 + A714 				
TL227	0739	A716 + A714 + A713 				
TL233	0740	A716 + A713 + A712 				
TR229	0741	02E9 + 02E6 + 02E9 				
TR230	0742	02E9 + 02E6 + 02E8 				
TR231	0743	02E9 + 02E6 + 02E7 				
TR232	0744	02E9 + 02E6 + 02E6 				
TR233	0745	02E9 + 02E6 + 02E5 				
TL229	0746	A716 + A713 + A716 				
TL230	0747	A716 + A713 + A715 				
TL231	0748	A716 + A713 + A714 				
TL232	0749	A716 + A713 + A713 				
TL238	0750	A716 + A712 + A712 				
TR234	0751	02E9 + 02E5 + 02E9 				
TR235	0752	02E9 + 02E5 + 02E8 				
TR236	0753	02E9 + 02E5 + 02E7 				
TR237	0754	02E9 + 02E5 + 02E6 				
TR238	0755	02E9 + 02E5 + 02E5 				
TL234	0756	A716 + A712 + A716 				
TL235	0757	A716 + A712 + A715 				
TL236	0758	A716 + A712 + A714 				
TL237	0759	A716 + A712 + A713 				
P225	0760	03C2		See also U+03DB.		
P226	0761	03BE				
P227	0762	03B6				
P228	0763	03C9		See also U+2375.		
P229	0764	05D0		See also U+2135.		
P230	0765	2767				
P231	0766	266D				
P232	0767	266E				
P233	0768	266F				
P234	0769	PUA		"See also U+25C6, U+2666 and U+2726."		
P235	0770	PUA		"See also U+20DF, U+22C4, U+25C7 and U+2662."		
P236	0771	003C	8B	"Possible mappings include U+003C, U+02C2, U+2039, U+2329 and U+3008."		
P237	0772	003E	9B	"Possible mappings include U+003E, U+02C3, U+203A, U+232A and U+3009."		
P238	0773	21CC				
P239	0774	21CB				
	0988	PUA				
	0989	PUA				
	0990	PUA				
	0991	PUA				
	0992	PUA				
	0993	PUA				
	0994	PUA				
	0995	PUA				
	0996	PUA				
	0997	PUA				
	0998	231F				
	0999	231E				
Wn097	1001	0061		See also U+0430.	0363	New in Unicode 3.2. 
X038	1002	0251	61	Possible mappings include U+0061 and U+0251		
Wn098	1003	0062				
Wn099	1004	0063		See also U+03F2 and 0441.	0368	New in Unicode 3.2. 
Wn100	1005	0064		See also U+217E.	0369	New in Unicode 3.2. 
Wn101	1006	0065		See also U+0435.	0364	New in Unicode 3.2. 
X091	1007	025B		See also U+03B5.		
Wn102	1008	0066				
Wn103	1009	0067				
Wn104	1010	0068		See also U+02B0.	036A	New in Unicode 3.2. 
Wn105	1011	0069		See also U+2170.	0365	New in Unicode 3.2. 
X146	1012	0269		See also U+03B9.		
Wn106	1013	006A		"See also U+02B2, U+03F3 and U+0458."		
Wn107	1014	006B				
Wn108	1015	006C		See also U+217C.		
X183	1016	PUA		Encore glyph SILID 1016 might be used to create U+00A3 or U+20A4. It is not the correct shape for U+2112.		
Wn109	1017	006D		See also U+217F.	036B	New in Unicode 3.2. 
Wn110	1018	006E				
Wn111	1019	006F		See also U+03BF and U+043E.	0366	New in Unicode 3.2. 
Wn112	1020	0070		See also U+0440.		
Wn113	1021	0071				
Wn114	1022	0072		See also U+02B3.	036C	New in Unicode 3.2. 
Wn115	1023	0073		See also U+02E2 and U+0455.		
Y043	1024	0283		See also U+222B.		
X128	1025	PUA				
Wn116	1026	0074			036D	New in Unicode 3.2. 
Wn117	1027	0075			0367	New in Unicode 3.2. 
Y068	1028	028B		See also U+03C5.		
Wn118	1029	0076		See also U+2174.	036E	New in Unicode 3.2. 
Wn119	1030	0077		See also U+02B7.		
Y105	1031	0277				
Wn120	1032	0078		See also U+0445 and U+2179. 	036F	New in Unicode 3.2.  See also U+033D.
Wn121	1033	0079		See also U+02B8.		
Wn122	1034	007A				
Y130	1035	0292		See also U+021D and U+04E1.		
Y192	1039	0294		See also U+02C0.	0309	
Y195	1040	0294		See also U+02C0.	0309	
Y197	1041	0294		See also U+02C0.	0309	
Y206	1042	0027	"92,B4"	"The appropriate mapping of Encore glyph SILID 1042 depends upon how it is used. The following are preferred: for apostrophe (in contractions), U+2019; for quotation, U+2018 and U+2019 (may use U+201A or U+201B depending upon locale conventions); for indicating primary stress in IPA transcription, U+02C8 (U+02B9 or U+02CA may be preferred typographically in some dictionaries); for glottalization, ejective consonants or orthographic glottal stop, U+02BC; for minutes or feet, U+2032. All potential mappings: apostrophe U+0027; acute accent U+00B4; modifier letter prime U+02B9; modifier letter apostrophe U+02BC; modifier letter vertical line U+02C8; modifier letter acute accent U+02CA; tone marks U+02E5..U+02E9; combining acute accent U+0301; combining turned comma above U+0312; combining comma above U+0313; combining reversed comma above U+0314; combining comma above right U+0315; greek tonos U+0384; right single quotation mark U+2019; prime U+2032."	0315	"See also U+0312, U+313, and U+314. Encore glyph SILID 1042 is not the best choice for U+030D or U+0329."
Y252	1043	02D3		See also U+02BF.	031C	
X178	1044	027F				
V038	1045	0294		"If an uppercase / lowercase glottal distinction is required, then U+0242 (as lowercase) would probably be your best choice. It is not clear whether U+0294 should be considered uppercase or lowercase. See also U+02C0."	0309	
V039	1046	02B9	"27,92,B4"	"The appropriate mapping of Encore glyph SILID 1046 depends upon how it is used. The following are preferred: for apostrophe (in contractions), U+2019; for quotation, U+2018 and U+2019 (may use U+201A or U+201B depending upon locale conventions); for indicating primary stress in IPA transcription, U+02C8 (U+02B9 or U+02CA may be preferred typographically in some dictionaries); for glottalization, ejective consonants or orthographic glottal stop, U+02BC; for minutes or feet, U+2032. All potential mappings: apostrophe U+0027; acute accent U+00B4; modifier letter prime U+02B9; modifier letter apostrophe U+02BC; modifier letter vertical line U+02C8; modifier letter acute accent U+02CA; tone marks U+02E5..U+02E9; combining acute accent U+0301; combining turned comma above U+0312; combining comma above U+0313; combining reversed comma above U+0314; combining comma above right U+0315; greek tonos U+0384; right single quotation mark U+2019; prime U+2032."	0315	"See also U+0312, U+0313 and U+0314."
W109	1050	044C				
W093	1051	044A				
W044	1052	0431				
W140	1053	0463				
W115	1054	044B				
W100	1055	0432				
W135	1056	0454		"Unicode 3.2 adds greek lunate epsilon symbol at U+03F5. Encore glyph SILID 1056 is not the best choice for that, or for U+2208 or U+220A, though someone might have used it for one of these characters."		
W039	1057	044D		"Unicode 3.2 adds greek reversed lunate epsilon symbol at U+03F6. Encore glyph SILID 1057 is not the best choice for that, or for U+220B or U+220D, though someone might have used it for one of these characters."		
W112	1058	0437				
W121	1059	043D				
W152	1060	04A3				
W046	1061	044E				
W150	1062	045A				
W154	1063	04C8				
W163	1064	04BB				
W159	1065	045B		See also U+0127		
W161	1066	0452				
W120	1067	0447				
W171	1068	04B7				
W172	1069	046D				
W114	1070	043A				
W059	1071	0436				
W146	1072	049B				
W098	1073	0438				
W156	1074	0473		"See also U+03D1 and 04E9. Unicode 3.2 adds greek capital theta symbol at U+03F4, though Encore glyph SILID 1074 is not the best choice for that character."		
W097	1075	0444		"See also U+0278, U+03C6 and U+03D5."		
W107	1076	043B				
W148	1077	0459				
W118	1078	043C				
W103	1079	043F		See also U+03C0.		
W169	1080	045F				
W119	1081	0446				
W108	1082	0434				
W105	1083	0448				
W111	1084	0449				
W117	1085	0433				
W133	1086	0491				
W131	1087	04F7		New in Unicode 4.1.		
W122	1088	044F				
W167	1089	04B3				
W101	1090	0443		See also U+0079.		
W165	1091	04AF				
V045	1092	02BF		See also U+02D3.	031C	
W099	1093	0441		"See also U+0063, U+03F2 and U+217D."		
W102	1094	0430		See also U+0061.		
W104	1095	0440		See also U+0070.		
W106	1096	043E		See also U+006F and U+03BF.		
W110	1097	0442				
W116	1098	0435		"See also U+0065, U+212E and U+212F."		
W091	1099	0445		See also U+0078 and U+2179.		
W184	1100	0455		See also U+0073.		
X036	1101	0250				
X058	1104	0254				
X078	1105	02A3		"Encore glyph SILID 1105 can be mapped to U+02A3 if used for phonetic transcription (voiced alveolar affricate), though this symbol has been superceded in IPA by  the sequence 'dz'. For orthographic usage, it might be mapped to U+01C6, though again it may be preferable to map to a sequence 'dz'."		
X085	1106	0259		"See also U+01DD and U+04D9. U+01DD and U+0259 are both Latin script characters with the same shape. They differ only by their uppercase counterparts: the uppercase of U+01DD is U+018E, and the uppercase of U+0259 is U+018F. U+01DD is used in the Pan-Nigerian Alphabet; U+0259 is appropriate for most other uses of schewa."		
X106	1108	025F				
X132	1110	0265				
X249	1113	027F				
X166	1114	029E				
X171	1115	006C		See also U+217C.		
X190	1117	026F				
X204	1118	019E		Unicode 3.2 adds capital n with long right leg at U+0220		
X222	1119	0278		"See also U+03C6, U+03D5 and U+0444."		
X233	1120	00FE				
X238	1121	01AA				
X243	1122	0279		See also U+02B4.		
Y042	1123	PUA				
Y052	1126	0287				
Y070	1128	028A		See also U+03C5.		
Y082	1129	028C				
Y103	1130	028D				
Y114	1133	028E				
Y123	1134	0291				
Y131	1135	2125				
Y194	1139	PUA				
Y204	1141	0296				
Y207	1142	0027	"92,B4"	"The appropriate mapping of Encore glyph SILID 1142 depends upon how it is used. The following are preferred: for apostrophe (in contractions), U+2019; for quotation, U+2018 and U+2019 (may use U+201A or U+201B depending upon locale conventions); for indicating primary stress in IPA transcription, U+02C8 (U+02B9 or U+02CA may be preferred typographically in some dictionaries); for glottalization, ejective consonants or orthographic glottal stop, U+02BC; for minutes or feet, U+2032. All potential mappings: apostrophe U+0027; acute accent U+00B4; modifier letter prime U+02B9; modifier letter apostrophe U+02BC; modifier letter vertical line U+02C8; modifier letter acute accent U+02CA; tone marks U+02E5..U+02E9; combining acute accent U+0301; combining turned comma above U+0312; combining comma above U+0313; combining reversed comma above U+0314; combining comma above right U+0315; greek tonos U+0384; right single quotation mark U+2019; prime U+2032."	0315	"See also U+0312, U+313, and U+314. Encore glyph SILID 1142 is not the best choice for U+030D or U+0329."
Y254	1143	02D2		See also U+02BE.	0339	
X179	1144	0285				
W137	1157	044D				
W194	1167	04B9				
X223	1169	03D5		"See also U+0278, U+03C6 and U+0444."		
W180	1170	049D				
W178	1171	0497				
W113	1173	0439				
W176	1185	0493				
W192	1191	04B1				
V046	1192	02BE		See also U+02D2.	0339	
W190	1193	PUA		"This could be approximated by U+04AB + U+030D, though the combining vertical line above would not necessary appear connected with the base glyph."		
W186	1200	0455 + 0327				
X039	1202	0252				
X059	1204	0254		Encore glyph SILID 1204 is not the same as that normally used for U+0254 since it has the ball terminal at the top rather than the bottom. The typical glyph for U+0254 is SILID 1104. Unicode does not support a character distinction that corresponds to this distinction in glyphs.		
X079	1205	02A5				
X087	1206	0258				
X092	1207	025C		See also U+0437.		
X134	1210	02AE		New in Unicode 4.0.		
X180	1215	0234		New in Unicode 4.0.		
V124	1217	PUA				
X218	1219	03C3		Unicode does not have any Latin or Cyrillic characters corresponding to the shape of Encore glyph SILID 1219. The only character with a similar shape is U+03C3 GREEK SMALL LETTER SIGMA.		
V134	1221	024B		New in Unicode 5.0.		
X250	1222	027B		See also U+02B5.		
Y057	1226	01AD				
Y069	1228	028B				
Y086	1229	2C74		New in Unicode 5.0.		
Y125	1234	1D8E		New in Unicode 4.1. See also 0225.				
Y135	1235	01BA				
Y193	1239	0295		See also U+02C1.		
Y200	1241	0295		See also U+02C1.		
Wn039	1242	0027	"92,B4"	"The appropriate mapping of Encore glyph SILID 1242 depends upon how it is used. The following are preferred: for apostrophe (in contractions), U+2019; for quotation, U+2018 and U+2019 (may use U+201A or U+201B depending upon locale conventions); for indicating primary stress in IPA transcription, U+02C8 (U+02B9 or U+02CA may be preferred typographically in some dictionaries); for glottalization, ejective consonants or orthographic glottal stop, U+02BC; for minutes or feet, U+2032. All potential mappings: apostrophe U+0027; acute accent U+00B4; modifier letter prime U+02B9; modifier letter apostrophe U+02BC; modifier letter vertical line U+02C8; modifier letter acute accent U+02CA; tone marks U+02E5..U+02E9; combining acute accent U+0301; combining turned comma above U+0312; combining comma above U+0313; combining reversed comma above U+0314; combining comma above right U+0315; greek tonos U+0384; right single quotation mark U+2019; prime U+2032."	0315	"See also U+0312, U+313, and U+314. Encore glyph SILID 1242 is not the best choice for U+030D or U+0329."
W182	1270	04C4				
W188	1300	PUA		"This could perhaps be presented as U+0455 + U+0327 + U+030D, though the combining vertical line above would not necessary appear connected with the base glyph."		
X037	1302	0250				
V115	1308	0066				
V116	1309	0261	67	Possible mappings include U+0067 and U+0261.		
X135	1310	02AF		New in Unicode 4.0.		
V120	1313	006A		"See also U+02B2, U+03F3 and U+0458."		
V121	1315	2113				
V128	1318	014B				
Wn156	1319	0153				
V132	1320	0070		See also U+0440.		
V138	1321	0071				
V140	1322	0072		See also U+02B3.	036C	New in Unicode 3.2. 
Y058	1326	02A8				
Y083	1329	028B		See also U+03BD.		
V145	1333	0079		See also U+02B8.		
Y124	1334	0290				
Y133	1335	0293				
Y106	1339	PUA				
Y196	1340	PUA				
Y208	1342	0022	94	"The appropriate mapping of Encore glyph SILID 1342 depends upon how it is used. The following are preferred: for quotation, U+201C and U+201D (may use U+201E or U+201F depending upon locale conventions); for emphatic or contrastive stress, U+02BA; for seconds or inches, U+2033.  All potential mappings: quotation mark U+0022; modifier letter double prime U+02BA; double acute accent U+02DD; combining double acute accent U+030B; combining double vertical line above U+030E; right double quotation mark U+201D; double prime U+2033; ditto mark U+3003; double prime quotation mark U+301E."		
X035	1402	0061		See also U+0430.	0363	New in Unicode 3.2. 
X049	1403	0253				
X061	1404	0297		See also U+2201.		
X069	1405	0257				
X090	1406	025A				
X104	1408	0192				
X116	1409	0261	67	Possible mappings include U+0067 and U+0261.		
X124	1410	0266				
X139	1411	0069		"Typically SILID 1411 is used with diacritics and so should map to U+0069. If the orthography distinguishes dotted and dotless 'i' characters, then U+0131 may be appropriate."		
X154	1413	006A		"Typically SILID 1413 is used with diacritics and so should map to U+006A. See also U+025F, U+03F3 and U+0458."		
X164	1414	0199				
X170	1415	026D				
X188	1417	0271				
X195	1418	014B				
X220	1419	018D		"U+018D is LATIN SMALL LETTER TURNED DELTA. Encore glyph SILID 1419 might not have the best shape for that character. There is no other Unicode character with a similar shape, however."		
X232	1420	01A5		"Encore glyph SILID 1420 is not the same shape as the representative glyph shown in the Unicode Standard for U+01A5, but this shape has been used for that character in some commercial fonts. If both 1420 and 1520 are used as distinct characters, however, one must be mapped to a PUA character."		
V136	1421	PUA		"Unicode does not support a character distinction corresponding to the difference between Encore glyph SILID 1421 and glyph SILID 1021. SILID 1421 could perhaps be mapped to U+0071, but the uppercase counterpart, SILID 2421 is quite distinct from U+0051."		
X248	1422	PUA				
Y040	1424	1D8A		New in Unicode 4.1.		
Y051	1426	0288				
Y067	1427	01B0				
Y091	1429	0263		"See also U+0264 and U+03B3. Encore glyph SILID 1429 is not the best choice for any of  U+0263, U+0264 or U+03B3, but Unicode does not have any other character with a similar shape."		
V144	1432	03C7				
Y087	1433	0263				
Y128	1434	PUA				
Y134	1435	0293				
Y209	1442	0022	94	"The appropriate mapping of Encore glyph SILID 1442 depends upon how it is used. The following are preferred: for quotation, U+201C and U+201D (may use U+201E or U+201F depending upon locale conventions); for emphatic or contrastive stress, U+02BA; for seconds or inches, U+2033.  All potential mappings: quotation mark U+0022; modifier letter double prime U+02BA; double acute accent U+02DD; combining double acute accent U+030B; combining double vertical line above U+030E; right double quotation mark U+201D; double prime U+2033; ditto mark U+3003; double prime quotation mark U+301E."	030E	See also U+0348. Encore glyph SILID 1442 is not the best choice for U+030E or U+0348.
X203	1468	0235		New in Unicode 4.0.		
Wn230	1501	00E6		See also U+04D5.		
X043	1502	00E6		See also U+04D5.		
X050	1503	PUA		See also U+0253		
X060	1504	0255				
X077	1505	02A4				
X088	1506	PUA				
X094	1507	025D				
X107	1508	0066 + 0069		"This might also be mapped to U+FB01, though use of that character is best avoided."		
X117	1509	PUA		"This might be mapped to U+A7A1."		
X126	1510	0267				
X140	1511	0069		See also U+2170.	0365	New in Unicode 3.2. 
X247	1513	027E				
X165	1514	1D84		New in Unicode 4.1.		
X172	1515	1D85		New in Unicode 4.1.		
X192	1517	0270				
X197	1518	0273				
X224	1519	03B8		"See also U+03D1 and U+04E9. Unicode 3.2 adds greek capital theta symbol at U+03F4, though Encore glyph SILID 1519 is not the best choice for that character."		
X234	1520	01A5				
X239	1521	02A0				
X245	1522	027D				
Y041	1524	0282				
Y059	1526	02A6				
Y072	1527	0075		"If Encore glyph SILID 1527 is used contrastively with SILID 1027, then it should be mapped to a PUA character."		
Y092	1529	0264				
Y109	1532	1D8D		New in Unicode 4.1.				
Y115	1533	01B4				
Y132	1535	1D9A		New in Unicode 4.1.		
Y205	1541	01BE				
Wn034	1542	0022	94	"The appropriate mapping of Encore glyph SILID 1542 depends upon how it is used. The following are preferred: for quotation, U+201C and U+201D (may use U+201E or U+201F depending upon locale conventions); for emphatic or contrastive stress, U+02BA; for seconds or inches, U+2033.  All potential mappings: quotation mark U+0022; modifier letter double prime U+02BA; double acute accent U+02DD; combining double acute accent U+030B; combining double vertical line above U+030E; right double quotation mark U+201D; double prime U+2033; ditto mark U+3003; double prime quotation mark U+301E."	030E	See also U+0348. Encore glyph SILID 1542 is not the best choice for U+030E or U+0348.
